CODE,DIAGNOSIS,ACR group,ICD 10 Chapter Number,ICD 10 chapter description,ICD 10 block,NOTES
S22.51,OPEN FLAIL CHEST,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S22.80,CLOSED FRACTURE OF OTHER PARTS OF BONY THORAX,FRACTURES OF THE BONES OF THE THORAX,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S22.81,OPEN FRACTURE OF OTHER PARTS OF BONY THORAX,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S22.90,"CLOSED FRACTURE OF BONY THORAX, PART UNSPECIFIED",FRACTURES OF THE BONES OF THE THORAX,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S22.91,"OPEN FRACTURE OF BONY THORAX, PART UNSPECIFIED",,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S23.0,TRAUMATIC RUPTURE OF THORACIC INTERVERTEBRAL DISC,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S23.1,DISLOCATION OF THORACIC VERTEBRA; THORACIC SPINE NOS,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S23.2,DISLOCATION OF OTHER AND UNSPECIFIED PARTS OF THORAX,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S23.3,SPRAIN AND STRAIN OF THORACIC SPINE,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S23.4,SPRAIN AND STRAIN OF RIBS AND STERNUM,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S23.5,SPRAIN AND STRAIN OF OTHER AND UNSPECIFIED PARTS OF THORAX,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S24.0,CONCUSSION AND OEDEMA OF THORACIC SPINAL CORD,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S24.1,OTHER AND UNSPECIFIED INJURIES OF THORACIC SPINAL CORD,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S24.2,INJURY OF NERVE ROOT OF THORACIC SPINE,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S24.3,INJURY OF PERIPHERAL NERVES OF THORAX,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S24.4,INJURY OF THORACIC SYMPATHETIC NERVES; CARDIAC PLEXUS; OESOPHAGEAL PLEXUS; PULMONARY PLEXUS; STELLATE GANGLION; THORACIC SYMPATHETIC GANGLION,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S24.5,INJURY OF OTHER NERVES OF THORAX,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S24.6,INJURY OF UNSPECIFIED NERVE OF THORAX,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S25.0,INJURY OF THORACIC AORTA; AORTA NOS,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S25.1,INJURY OF INNOMINATE OR SUBCLAVIAN ARTERY,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S25.2,INJURY OF SUPERIOR VENA CAVA; VENA CAVA NOS,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S25.3,INJURY OF INNOMINATE OR SUBCLAVIAN VEIN,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S25.4,INJURY OF PULMONARY BLOOD VESSELS,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S25.5,INJURY OF INTERCOSTAL BLOOD VESSELS,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S25.7,INJURY OF MULTIPLE BLOOD VESSELS OF THORAX,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S25.8,INJURY OF OTHER BLOOD VESSELS OF THORAX; AZYGOS VEIN; MAMMARY ARTERY OR VEIN,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S25.9,INJURY OF UNSPECIFIED BLOOD VESSEL OF THORAX,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S26.00,INJURY OF HEART WITH HAEMOPERICARDIUM WITHOUT OPEN WOUND INTO THORACIC CAVITY,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S26.01,INJURY OF HEART WITH HAEMOPERICARDIUM WITH OPEN WOUND INTO THORACIC CAVITY,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S26.80,OTHER INJURIES OF HEART WITHOUT OPEN WOUND INTO THORACIC CAVITY; CONTUSION OF HEART/ LACERATION OF HEART/ PUNCTURE OF HEART/ TRAUMATIC RUPTURE OF HEART WITHOUT OPEN WOUND INTO THORACIC CAVITY,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S26.81,OTHER INJURIES OF HEART WITH OPEN WOUND INTO THORACIC CAVITY; CONTUSION OF HEART/ LACERATION OF HEART/ PUNCTURE OF HEART/ TRAUMATIC RUPTURE OF HEART WITH OPEN WOUND INTO THORACIC CAVITY,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S26.90,"INJURY OF HEART, UNSPECIFIED WITHOUT OPEN WOUND INTO THORACIC CAVITY",,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S26.91,"INJURY OF HEART, UNSPECIFIED WITH OPEN WOUND INTO THORACIC CAVITY",,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S27.00,TRAUMATIC PNEUMOTHORAX WITHOUT OPEN WOUND INTO THORACIC CAVITY,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S27.01,TRAUMATIC PNEUMOTHORAX WITH OPEN WOUND INTO THORACIC CAVITY,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S27.10,TRAUMATIC HAEMOTHORAX WITHOUT OPEN WOUND INTO THORACIC CAVITY,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S27.11,TRAUMATIC HAEMOTHORAX WITH OPEN WOUND INTO THORACIC CAVITY,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S27.20,TRAUMATIC HAEMOPNEUMOTHORAX WITHOUT OPEN WOUND INTO THORACIC CAVITY,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S27.21,TRAUMATIC HAEMOPNEUMOTHORAX WITH OPEN WOUND INTO THORACIC CAVITY,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S27.30,OTHER INJURIES OF LUNG WITHOUT OPEN WOUND INTO THORACIC CAVITY,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S27.31,OTHER INJURIES OF LUNG WITH OPEN WOUND INTO THORACIC CAVITY,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S27.40,INJURY OF BRONCHUS WITHOUT OPEN WOUND INTO THORACIC CAVITY,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S27.41,INJURY OF BRONCHUS WITH OPEN WOUND INTO THORACIC CAVITY,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S27.50,INJURY OF THORACIC TRACHEA WITHOUT OPEN WOUND INTO THORACIC CAVITY,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S27.51,INJURY OF THORACIC TRACHEA WITH OPEN WOUND INTO THORACIC CAVITY,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S27.60,INJURY OF PLEURA WITHOUT OPEN WOUND INTO THORACIC CAVITY,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S27.61,INJURY OF PLEURA WITH OPEN WOUND INTO THORACIC CAVITY,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S27.70,MULTIPLE INJURIES OF INTRATHORACIC ORGANS WITHOUT OPEN WOUND INTO THORACIC CAVITY,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S27.71,MULTIPLE INJURIES OF INTRATHORACIC ORGANS WITH OPEN WOUND INTO THORACIC CAVITY,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S27.80,INJURY OF OTHER SPECIFIED INTRATHORACIC ORGANS WITHOUT OPEN WOUND INTO THORACIC CAVITY,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S27.81,INJURY OF OTHER SPECIFIED INTRATHORACIC ORGANS WITH OPEN WOUND INTO THORACIC CAVITY,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S27.90,INJURY OF UNSPECIFIED INTRATHORACIC ORGAN WITHOUT OPEN WOUND INTO THORACIC CAVITY,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S27.91,INJURY OF UNSPECIFIED INTRATHORACIC ORGAN WITH OPEN WOUND INTO THORACIC CAVITY,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S28.0,CRUSHED CHEST,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S28.1,TRAUMATIC AMPUTATION OF PART OF THORAX,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S29.0,INJURY OF MUSCLE AND TENDON AT THORAX LEVEL,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S29.7,MULTIPLE INJURIES OF THORAX,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S29.8,OTHER SPECIFIED INJURIES OF THORAX,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S29.9,UNSPECIFIED INJURY OF THORAX,,19,"Injury, poisoning and certain other consequences of external causes",Innjuries to the thorax,1
S30.0,CONTUSION OF LOWER BACK AND PELVIS,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S30.1,CONTUSION OF ABDOMINAL WALL; FLANK; GROIN,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S30.2,CONTUSION OF EXTERNAL GENITAL ORGANS; MAJUS LABIUM; MINUS LABIUM; PENIS; PERINEUM; SCROTUM; TESTIS; VAGINA; VULVA,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S30.7,"MULTIPLE SUPERFICIAL INJURIES OF ABDOMEN, LOWER BACK AND PELVIS",,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S30.8,"OTHER SUPERFICIAL INJURIES OF ABDOMEN, LOWER BACK AND PELVIS",,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S30.9,"SUPERFICIAL INJURY OF ABDOMEN, LOWER BACK AND PELVIS, PART UNSPECIFIED",,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S31.0,OPEN WOUND OF LOWER BACK AND PELVIS; BUTTOCK,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S31.1,OPEN WOUND OF ABDOMINAL WALL; FLANK; GROIN,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S31.2,OPEN WOUND OF PENIS,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S31.3,OPEN WOUND OF SCROTUM AND TESTES,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S31.4,OPEN WOUND OF VAGINA AND VULVA,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S31.5,OPEN WOUND OF OTHER AND UNSPECIFIED EXTERNAL GENITAL ORGANS,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S31.7,"MULTIPLE OPEN WOUNDS OF ABDOMEN, LOWER BACK AND PELVIS",,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S31.8,OPEN WOUND OF OTHER AND UNSPECIFIED PARTS OF ABDOMEN,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S32.00,CLOSED FRACTURE OF LUMBAR VERTEBRA; CLOSED FRACTURE OF LUMBAR SPINE,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S32.01,OPEN FRACTURE OF LUMBAR VERTEBRA; OPEN FRACTURE OF LUMBAR SPINE,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S32.10,CLOSED FRACTURE OF SACRUM,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S32.11,OPEN FRACTURE OF SACRUM,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S32.20,CLOSED FRACTURE OF COCCYX,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S32.21,OPEN FRACTURE OF COCCYX,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S32.30,CLOSED FRACTURE OF ILIUM,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S32.31,OPEN FRACTURE OF ILIUM,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S32.40,CLOSED FRACTURE OF ACETABULUM,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S32.41,OPEN FRACTURE OF ACETABULUM,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S32.50,CLOSED FRACTURE OF PUBIS,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S32.51,OPEN FRACTURE OF PUBIS,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S32.70,CLOSED MULTIPLE FRACTURES OF LUMBAR SPINE AND PELVIS,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S32.71,OPEN MULTIPLE FRACTURES OF LUMBAR SPINE AND PELVIS,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S32.80,CLOSED FRACTURE OF OTHER AND UNSPECIFIED PARTS OF LUMBAR SPINE AND PELVIS; CLOSED FRACTURE OF ISCHIUM; CLOSED FRACTURE OF LUMBOSACRAL SPINE NOS; CLOSED FRACTURE OF LUMBOSACRAL NEURAL ARCH/ LUMBOSACRAL SPINOUS PROCESS/ LUMBOSACRAL TRANSVERSE PROCESS/ LUMBOSACRAL VERTEBRA/ LUMBOSACRAL VERTEBRAL ARCH; CLOSED FRACTURE OF PELVIS NOS,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S32.81,OPEN FRACTURE OF OTHER AND UNSPECIFIED PARTS OF LUMBAR SPINE AND PELVIS; OPEN FRACTURE OF ISCHIUM; OPEN FRACTURE OF LUMBOSACRAL SPINE NOS; OPEN FRACTURE OF LUMBOSACRAL NEURAL ARCH/ LUMBOSACRAL SPINOUS PROCESS/ LUMBOSACRAL TRANSVERSE PROCESS/ LUMBOSACRAL VERTEBRA/ LUMBOSACRAL VERTEBRAL ARCH; OPEN FRACTURE OF PELVIS NOS,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S33.0,TRAUMATIC RUPTURE OF LUMBAR INTERVERTEBRAL DISC,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S33.1,DISLOCATION OF LUMBAR VERTEBRA; DISLOCATION OF LUMBAR SPINE NOS,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S33.2,DISLOCATION OF SACROILIAC AND SACROCOCCYGEAL JOINT,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S33.3,DISLOCATION OF OTHER AND UNSPECIFIED PARTS OF LUMBAR SPINE AND PELVIS,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S33.4,TRAUMATIC RUPTURE OF SYMPHYSIS PUBIS,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S33.5,SPRAIN AND STRAIN OF LUMBAR SPINE,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S33.6,SPRAIN AND STRAIN OF SACROILIAC JOINT,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S33.7,SPRAIN AND STRAIN OF OTHER AND UNSPECIFIED PARTS OF LUMBAR SPINE AND PELVIS,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S34.0,CONCUSSION AND OEDEMA OF LUMBAR SPINAL CORD,INJURIES TO NEURAL STRUCTURES AND NERVES,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S34.1,OTHER INJURY OF LUMBAR SPINAL CORD,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S34.2,INJURY OF NERVE ROOT OF LUMBAR AND SACRAL SPINE,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S34.3,INJURY OF CAUDA EQUINA,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S34.4,INJURY OF LUMBOSACRAL PLEXUS,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S34.5,"INJURY OF LUMBAR, SACRAL AND PELVIC SYMPATHETIC NERVES; COELIAC GANGLION OR PLEXUS; HYPOGASTRIC PLEXUS; INFERIOR MESENTERIC PLEXUS; SUPERIOR MESENTERIC PLEXUS; SPLANCHNIC NERVE",,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S34.6,"INJURY OF PERIPHERAL NERVE(S) OF ABDOMEN, LOWER BACK AND PELVIS",,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S34.8,"INJURY OF OTHER AND UNSPECIFIED NERVES AT ABDOMEN, LOWER BACK AND PELVIS LEVEL",,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S35.0,INJURY OF ABDOMINAL AORTA,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S35.1,INJURY OF INFERIOR VENA CAVA; HEPATIC VEIN,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S35.2,INJURY OF COELIAC OR MESENTERIC ARTERY; GASTRIC ARTERY; GASTRODUODENAL ARTERY; HEPATIC ARTERY; INFERIOR MESENTERIC ARTERY; SUPERIOR MESENTERIC ARTERY; SPLENIC ARTERY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S35.3,INJURY OF PORTAL OR SPLENIC VEIN; INFERIOR MESENTERIC VEIN; SUPERIOR MESENTERIC VEIN,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S35.4,INJURY OF RENAL BLOOD VESSELS; RENAL ARTERY OR VEIN,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S35.5,INJURY OF ILIAC BLOOD VESSELS; HYPOGASTRIC ARTERY OR VEIN; ILIAC ARTERY OR VEIN; UTERINE ARTERY OR VEIN,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S35.7,"INJURY OF MULTIPLE BLOOD VESSELS AT ABDOMEN, LOWER BACK AND PELVIS LEVEL",,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S35.8,"INJURY OF OTHER BLOOD VESSELS AT ABDOMEN, LOWER BACK AND PELVIS LEVEL; OVARIAN ARTERY OR VEIN ",,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S35.9,"INJURY OF UNSPECIFIED BLOOD VESSEL AT ABDOMEN, LOWER BACK AND PELVIS LEVEL",,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S36.00,INJURY OF SPLEEN WITHOUT OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S36.01,INJURY OF SPLEEN WITH OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S36.10,INJURY OF LIVER OR GALLBLADDER/ BILE DUCT WITHOUT OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S36.11,INJURY OF LIVER OR GALLBLADDER/ BILE DUCT WITH OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S36.20,INJURY OF PANCREAS WITHOUT OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S36.21,INJURY OF PANCREAS WITH OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S36.30,INJURY OF STOMACH WITHOUT OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S36.31,INJURY OF STOMACH WITH OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S36.40,INJURY OF SMALL INTESTINE WITHOUT OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S36.41,INJURY OF SMALL INTESTINE WITH OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S36.50,INJURY OF COLON WITHOUT OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S36.51,INJURY OF COLON WITH OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S36.60,INJURY OF RECTUM WITHOUT OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S36.61,INJURY OF RECTUM WITH OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S36.70,INJURY OF MULTIPLE INTRA-ABDOMINAL ORGANS WITHOUT OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S36.71,INJURY OF MULTIPLE INTRA-ABDOMINAL ORGANS WITH OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S36.80,INJURY OF OTHER INTRA-ABDOMINAL ORGANS/ PERITONEUM/ RETROPERITONEUM WITHOUT OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S36.81,INJURY OF OTHER INTRA-ABDOMINAL ORGANS/ PERITONEUM/ RETROPERITONEUM WITH OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S36.90,INJURY OF UNSPECIFIED INTRA-ABDOMINAL ORGAN WITHOUT OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S36.91,INJURY OF UNSPECIFIED INTRA-ABDOMINAL ORGAN WITH OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S37.00,INJURY OF KIDNEY  WITHOUT OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S37.01,INJURY OF KIDNEY  WITH OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S37.10,INJURY OF URETER WITHOUT OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S37.11,INJURY OF URETER WITH OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S37.20,INJURY OF BLADDER WITHOUT OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S37.21,INJURY OF BLADDER WITH OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S37.30,INJURY OF URETHRA WITHOUT OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S37.31,INJURY OF URETHRA WITH OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S37.40,INJURY OF OVARY WITHOUT OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S37.41,INJURY OF OVARY WITH OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S37.50,INJURY OF FALLOPIAN TUBE WITHOUT OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S37.51,INJURY OF FALLOPIAN TUBE WITH OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
S37.60,INJURY OF UTERUS WITHOUT OPEN WOUND INTO CAVITY,,19,"Injury, poisoning and certain other consequences of external causes","Injuries to the abdomen, lower back, lumbar spine and pelvis",1
